latitude,longitude,frp
-16.0739,125.5283,18.3
-16.0724,125.6016,25.1
-16.0646,125.5266,15.9
-16.0245,124.8737,12.2
-16.0138,124.882,19.7
-16.0124,124.8917,27.2
-16.0114,124.8961,68.3
-16.0109,124.9014,28.9
-16.0104,124.9036,68.2
-16.0094,124.9112,21.4
-16.0023,124.9033,16.6
-16.0009,124.9131,31.6
-15.9994,124.9228,50.1
-15.998,124.9325,30.6
-15.97,125.67399999999999,27.6
-15.9464,125.7023,79.6
-15.9411,144.1973,28.6
-15.9401,125.6795,47.7
-15.9339,143.6223,19.7
-15.9323,125.6676,133.1
-15.9321,143.6338,21.0
-15.9308,125.6146,25.9
-15.9307,125.6777,85.3
-15.9298,143.8427,12.5
-15.9291,125.6882,56.3
-15.9284,143.6532,238.1
-15.9278,143.6598,151.1
-15.9266,143.6388,59.8
-15.9259,143.6455,259.8
-15.9244,125.6557,82.7
-15.9228,125.666,60.2
-15.9222,143.632,13.5
-15.921,143.6383,36.3
-15.9198,143.8409,5.1
-15.9197,125.6233,73.4
-15.9191,143.6529,40.9
-15.9182,125.6334,77.3
-15.9173,143.6545,121.9
-15.9167,143.6611,81.8
-15.9166,125.6438,103.8
-15.915,125.6543,168.3
-15.9148,143.6469,77.5
-15.9105,143.6418,7.9
-15.9089,125.5686,14.2
-15.9087,125.6319,53.4
-15.9081,143.6515,81.5
-15.9071,125.6423,108.5
-15.9062,143.6661,64.3
-15.9055,125.6528,41.2
-15.9049,143.8536,34.6
-15.9044,143.6807,86.3
-15.9026,143.695,48.8
-15.9024,125.5713,18.8
-15.8982,143.6925,37.8
-15.8977,125.539,28.4
-15.8956,125.5859,39.6
-15.8939,143.879,11.5
-15.8915,125.5801,126.1
-15.8912,143.8902,69.6
-15.8888,125.6218,33.4
-15.8881,143.8957,62.1
-15.887,125.6313,37.1
-15.887,143.873,37.6
-15.8852,143.8699,17.7
-15.8798,125.5947,45.1
-15.8796,125.5823,55.5
-15.877,143.7209,16.4
-15.8768,143.8917,37.6
-15.8737,143.8973,54.5
-15.8687,143.8773,30.9
-15.8678,143.7052,51.3
-15.8664,125.6085,30.9
-15.8624,143.8933,69.6
-15.86,143.8975,9.0
-15.8593,143.8988,75.7
-15.8568,143.7038,55.8
-15.8517,143.6907,15.3
-15.849,129.4882,53.0
-15.8453,143.8884,26.1
-15.8449,143.9003,26.0
-15.8425,143.6829,13.7
-15.8425,143.8846,32.1
-15.8418,143.689,17.0
-15.8408,143.6944,12.8
-15.8369,129.4857,120.1
-15.8348,143.7007,48.0
-15.8333,129.47799999999998,122.9
-15.8314,143.7081,34.7
-15.831,143.707,40.4
-15.8279,129.4653,85.7
-15.8211,129.4757,61.6
-15.8201,143.8875,53.5
-15.8199,143.7084,50.9
-15.8186,143.7209,113.3
-15.8169,143.735,41.9
-15.8127,143.884,26.3
-15.8096,143.8948,4.9
-15.8094,143.7052,105.2
-15.8077,143.7193,437.1
-15.8059,143.7335,93.1
-15.8053,128.8823,22.1
-15.797,129.539,64.4
-15.7967,143.7178,74.0
-15.7949,129.5455,55.4
-15.7949,143.732,149.5
-15.7932,143.7462,39.7
-15.7925,129.5061,104.2
-15.7923,143.7566,35.7
-15.7899,128.8954,133.6
-15.7868,128.9036,162.7
-15.7854,143.7208,9.0
-15.7845,129.4687,66.3
-15.7836,143.7325,23.1
-15.7817,143.7442,13.5
-15.7796,128.8656,234.5
-15.7732,128.8989,113.9
-15.7656,128.8609,170.9
-15.7628,128.869,144.0
-15.7607,143.7755,63.7
-15.7606,143.7821,34.2
-15.759,143.761,35.1
-15.7587,143.7676,72.2
-15.7586,128.8738,256.3
-15.7585,143.7559,41.4
-15.7568,143.7701,30.3
-15.7512,128.8655,322.9
-15.7498,128.8553,78.6
-15.7485,128.8819,238.9
-15.747,128.8717,621.2
-15.7395,128.8633,57.7
-15.7368,128.8798,36.5
-15.7363,143.9372,39.9
-15.7335,136.4259,78.3
-15.7317,136.4149,90.8
-15.7255,143.9357,13.8
-15.7039,144.1002,10.0
-15.702,144.1125,8.0
-15.7013,143.9869,7.0
-15.6972,128.2862,38.5
-15.6946,143.9822,25.7
-15.694,143.9797,10.0
-15.6921,143.9918,8.9
-15.6917,144.1106,21.6
-15.6877,144.1352,11.8
-15.6863,144.1319,29.8
-15.6858,144.1472,11.9
-15.685,143.9932,25.7
-15.684000000000001,143.9874,24.0
-15.6815,144.1088,18.2
-15.6774,144.11700000000002,21.2
-15.6773,144.1528,12.5
-15.6757,144.1304,32.0
-15.6755,144.1455,12.8
-15.6748,144.1017,34.0
-15.674000000000001,144.144,33.9
-15.6735,144.158,12.1
-15.6728,144.1141,54.1
-15.6714,143.9926,85.6
-15.6714,144.1708,7.9
-15.67,144.0909,39.5
-15.6697,144.0061,40.5
-15.667,144.1511,11.5
-15.6665,144.0876,19.3
-15.665,144.1637,15.8
-15.663,144.1765,14.3
-15.6626,144.1122,22.9
-15.6625,143.9965,16.9
-15.6617,144.1557,15.9
-15.66,144.1686,95.4
-15.6584,144.1815,132.1
-15.6582,144.0738,19.3
-15.6562,144.086,97.5
-15.6555,144.0928,50.0
-15.6548,144.0999,38.5
-15.6543,144.0981,26.8
-15.6532,125.8713,8.4
-15.652999999999999,143.716,4.4
-15.6524,143.7215,4.3
-15.6518,144.0476,25.2
-15.6507,144.1873,9.8
-15.6504,144.1229,17.8
-15.6499,144.0598,9.5
-15.6487,144.1999,6.3
-15.6478,144.18,35.1
-15.6461,144.1931,33.0
-15.6454,144.1128,22.0
-15.6421,144.1393,13.5
-15.6417,144.1065,38.8
-15.6417,144.2014,20.2
-15.6416,144.0459,15.1
-15.6398,144.0915,37.2
-15.6382,144.0843,34.2
-15.6361,144.0611,63.6
-15.6342,144.0287,29.7
-15.6342,144.0461,49.0
-15.6339,144.2047,22.9
-15.6324,144.0313,21.9
-15.6314,143.7559,20.8
-15.6292,144.0694,29.9
-15.6286,144.001,25.6
-15.6275,144.0831,28.5
-15.6268,144.0003,21.6
-15.6266,144.0777,51.5
-15.6255,144.0806,15.5
-15.6236,144.0929,29.6
-15.6222,143.7404,25.5
-15.6215,144.2105,26.1
-15.6213,143.7616,40.7
-15.6213,144.0066,18.2
-15.6204,143.7545,40.9
-15.6187,143.7686,28.3
-15.6174,144.0025,16.1
-15.617,144.085,15.3
-15.6168,144.0818,30.6
-15.6153,144.0788,6.2
-15.6151,144.0952,26.0
-15.6144,125.59,34.5
-15.6135,144.1083,88.7
-15.6133,144.091,23.3
-15.6118,144.0979,16.9
-15.6113,144.1035,18.7
-15.6111,144.1052,20.3
-15.6108,144.0879,17.0
-15.6096,125.5574,77.2
-15.6096,125.6215,19.5
-15.6096,144.1172,26.1
-15.6093,144.1159,9.4
-15.6091,144.1011,87.9
-15.6076,144.1019,12.9
-15.6076,144.1112,27.8
-15.6074,144.1143,46.8
-15.606,143.7809,50.6
-15.605,143.7614,12.3
-15.6045,144.0935,25.4
-15.6029,144.1068,49.7
-15.6018,125.5458,37.8
-15.5954,143.8243,16.1
-15.5953,125.5402,31.7
-15.5939,125.5341,23.5
-15.5936,143.8098,56.9
-15.5918,143.7952,15.9
-15.5916,143.8074,24.9
-15.5907,125.6183,61.5
-15.5899,143.8214,14.6
-15.5887,143.7344,4.6
-15.585999999999999,125.5856,16.7
-15.5828,125.6063,21.4
-15.5813,125.6168,31.0
-15.5766,125.5841,16.8
-15.5703,125.4987,20.4
-15.5625,125.4867,23.0
-15.5388,125.476,25.4
-15.5323,125.6194,22.2
-15.5322,143.9591,15.0
-15.5303,143.9443,30.3
-15.5298,144.222,18.6
-15.5295,125.5378,32.8
-15.5287,144.224,23.8
-15.527999999999999,125.6119,19.3
-15.5279,125.5482,19.6
-15.5271,143.9471,28.7
-15.5264,125.6224,7.8
-15.520999999999999,143.9606,44.4
-15.5209,144.2291,22.7
-15.5201,125.5362,59.9
-15.5185,125.5466,45.1
-15.5185,125.6104,8.4
-15.5164,143.9456,54.0
-15.5146,143.9592,34.6
-15.5112,143.9863,170.1
-15.5077,144.0131,17.3
-15.5058,144.0235,20.3
-15.505,144.0142,25.9
-15.504000000000001,144.0085,29.3
-15.5031,143.9993,51.3
-15.5025,143.9595,17.5
-15.5022,143.9936,33.9
-15.5006,143.9717,19.9
-15.5004,143.9847,19.6
-15.4987,143.9982,20.7
-15.497,144.0117,16.8
-15.4948,125.6387,13.6
-15.4931,143.9192,19.8
-15.4916,143.9102,19.4
-15.4892,143.9002,27.8
-15.4785,143.89700000000002,20.3
-15.4767,143.8823,18.6
-15.470999999999998,143.8698,16.2
-15.4571,125.5685,16.3
-15.4555,125.5788,15.5
-15.4539,125.5892,15.7
-15.4473,144.2336,20.9
-15.446,125.5771,33.6
-15.4413,144.2303,16.4
-15.4401,144.2061,22.1
-15.4393,144.2149,25.1
-15.437000000000001,144.2087,22.7
-15.3684,143.8439,18.8
-15.3643,143.8549,6.7
-15.3642,126.9397,79.0
-15.3615,143.8344,38.8
-15.3594,143.8288,24.2
-15.3579,143.8452,45.4
-15.3576,143.8425,29.2
-15.3561,143.8411,6.6
-15.356,143.8307,53.4
-15.3539,126.9379,57.8
-15.3503,143.8135,30.2
-15.3486,143.8273,31.2
-15.3484,143.834,16.4
-15.3477,143.7725,5.0
-15.3449,143.8321,24.8
-15.3439,143.7963,13.2
-15.3431,143.8176,30.9
-15.3402,143.8202,15.2
-15.3393,143.8106,18.1
-15.3213,145.2333,8.9
-15.2922,127.0738,211.7
-15.2033,145.1045,30.4
-15.1999,145.1114,44.7
-15.1911,145.106,59.3
-15.1855,145.0953,22.0
-15.1534,145.1372,26.2
-15.1139,125.4035,42.0
-15.0743,127.2863,26.5
-15.0687,127.4324,26.9
-15.0675,127.4276,39.0
-15.0634,127.4035,98.9
-15.0619,127.3986,108.7
-15.0579,127.3739,41.0
-15.0562,127.3691,30.8
-15.0483,127.4062,129.5
-15.0428,127.3766,200.3
-15.0125,127.3822,24.5
-15.0116,127.3589,28.3
-14.9985,127.2865,25.8
-14.9327,125.5728,18.7
-14.9295,127.2822,37.0
-14.9279,125.6044,19.1
-14.9211,127.2674,22.3
-14.9184,125.6028,33.6
-14.9167,125.6133,30.3
-14.8718,127.3612,27.4
-14.8717,127.2657,31.6
-14.8209,127.3111,26.7
-14.8066,144.9989,11.7
-14.8066,145.0045,40.1
-14.8043,145.0134,43.2
-14.8042,145.0191,27.5
-14.7997,127.3076,25.5
-14.7975,127.3207,31.9
-14.7965,127.3013,38.6
-14.7944,127.3146,93.9
-14.7833,127.0467,39.7
-14.7711,127.2561,42.2
-14.7709,127.0574,49.1
-14.7667,127.0175,73.9
-14.7634,127.2895,22.8
-14.7584,127.0224,25.7
-14.7521,127.0416,33.2
-14.7076,141.9682,25.7
-14.6974,141.9482,27.4
-14.6957,141.9764,13.5
-14.6952,141.9667,120.7
-14.6942,141.9656,20.8
-14.6932,141.9615,52.8
-14.6928,141.9547,26.9
-14.6923,141.9719,18.9
-14.6908,141.9611,26.2
-14.6893,141.9502,9.3
-14.6016,126.2559,49.1
-14.6009,126.2619,41.6
-14.5998,126.2672,21.6
-14.5337,135.3987,17.4
-14.5315,135.3855,17.3
-14.5268,135.3931,23.4
-14.1262,126.9825,23.8
-14.122,126.9762,19.1
-13.9316,136.6922,63.8
-13.9298,136.6811,26.1
-13.6762,131.3489,132.0
-13.6719,131.3759,43.6
-13.6709,131.3686,303.2
-13.6676,131.3718,12.2
-13.6661,131.3811,12.2
-13.6573,131.3786,58.7
-13.6527,131.3585,39.5
-13.534,130.2439,50.8
-13.4866,141.6175,36.4
-13.3086,141.7876,61.2
-13.3064,141.8056,71.1
-13.3026,141.7825,10.1
-13.3012,141.7723,37.4
-13.2945,141.7941,9.0
-13.2931,141.7839,48.9
-13.2917,141.7737,34.5
-13.1875,141.7304,37.2
-13.0273,143.207,114.6
-13.0255,143.2208,67.3
-13.0207,143.2059,14.5
-13.0202,143.262,33.4
-13.02,143.1768,47.1
-13.0191,143.2214,96.8
-13.0189,143.2179,9.5
-13.0185,143.2756,19.9
-13.0182,143.1911,52.5
-13.0174,143.2091,170.1
-13.0164,143.2053,64.0
-13.0157,143.1971,21.1
-13.0142,143.1812,14.4
-13.0141,143.1853,87.1
-13.0125,143.1734,41.1
-13.0125,143.1927,8.8
-13.0108,143.1613,47.1
-13.0096,143.2772,10.2
-13.0088,143.22299999999998,23.6
-13.0078,143.1562,4.9
-13.0072,143.2108,132.9
-13.0055,143.1986,170.2
-13.0055,143.2035,148.7
-12.9999,143.1598,61.1
-12.997,143.2123,50.4
-12.9953,143.2002,51.8
-12.9946,143.2018,42.1
-12.9921,143.1762,35.7
-12.9904,143.1642,59.3
-12.9889,143.1582,155.4
-12.9872,143.1723,82.1
-12.9871,136.4266,11.4
-12.9871,143.1513,61.4
-12.9852,143.1653,112.4
-12.9851,143.2017,22.3
-12.9835,143.1897,27.3
-12.9834,143.1793,45.2
-12.9797,143.1427,57.8
-12.9786,143.1536,27.1
-12.9779,143.1358,28.6
-12.9779,143.1567,386.8
-12.9762,143.1707,677.3
-12.9761,143.1498,64.6
-12.9759,143.16299999999998,9.6
-12.9756,143.1685,8.9
-12.9745,143.1847,32.1
-12.9743,143.1638,776.5
-12.9724,143.1777,167.8
-12.9716,136.1295,13.1
-12.97,136.1422,17.0
-12.97,143.1671,21.2
-12.9647,136.1357,30.0
-12.9607,136.1321,57.3
-12.9597,143.1902,22.4
-12.9568,136.1074,80.8
-12.956,143.218,11.4
-12.9528,143.1939,19.4
-12.9524,136.1462,15.8
-12.9512,143.1819,16.9
-12.9504,136.1338,41.6
-12.9484,136.1214,34.4
-12.9464,136.1091,29.0
-12.9415,143.2446,32.5
-12.940999999999999,143.2592,11.9
-12.9397,143.2585,34.0
-12.9364,143.4759,11.5
-12.9344,143.4882,27.9
-12.9304,143.1579,51.1
-12.9297,143.4684,7.4
-12.9286,143.1719,51.4
-12.9278,143.4806,21.0
-12.9266,143.0996,30.9
-12.9262,143.4742,16.6
-12.9254,143.131,22.8
-12.9254,143.1601,11.9
-12.9251,143.1999,40.7
-12.9248,143.1139,40.5
-12.9242,143.4622,17.8
-12.9238,143.1192,34.6
-12.9233,143.2139,180.4
-12.923,143.1249,45.0
-12.923,143.1283,33.7
-12.9222,143.1076,17.5
-12.9214,143.1131,55.9
-12.9181,143.2295,36.9
-12.9164,143.2175,35.7
-12.9162,143.2188,5.7
-12.9156,143.09799999999998,44.4
-12.9148,143.2055,33.7
-12.9144,143.0989,10.2
-12.9144,143.2305,5.9
-12.9142,143.1984,27.2
-12.9136,143.1206,53.2
-12.9135,143.17,4.5
-12.9124,143.2124,37.2
-12.912,143.1089,23.1
-12.9062,143.0858,10.7
-12.9046,143.2068,16.2
-12.899000000000001,142.0074,8.6
-12.8926,142.0112,8.8
-12.745999999999999,136.3869,29.2
-12.6403,142.2159,24.1
-12.6397,142.2324,14.5
-12.6383,142.2218,37.8
-12.6234,142.7848,16.9
-12.6232,142.7845,31.5
-12.6216,142.7733,12.1
-12.5277,141.8012,41.7
-12.5238,141.7956,26.8
-12.5215,141.813,21.2
-12.4994,136.6413,18.7
-12.450999999999999,136.6612,18.0
-12.4213,131.5249,53.9
-12.4165,131.5291,77.6
-12.4161,131.5548,83.5
-12.411,131.5589,93.2
-12.4084,131.5889,44.5
-12.4044,131.5686,66.2
-12.4034,131.5616,45.0
-12.4008,131.5519,40.9
-12.3957,131.556,64.7
-12.3897,131.5714,55.6
-12.3886,131.5643,40.6
-12.3855,131.549,75.8
-12.2662,132.5258,48.4
-12.2621,132.5024,73.0
-12.2506,132.4965,6.9
-12.2281,142.3958,43.7
-12.2221,142.3859,11.9
-12.2199,142.3687,23.7
-12.0557,136.4327,43.9
-12.0537,136.4205,12.8
-12.0454,136.4343,24.4
-12.0347,132.8654,6.8
-12.0194,136.5192,20.5
-11.6383,142.4852,11.5
-11.6337,142.4828,61.7
-11.6324,142.4906,17.0
-11.6187,142.5112,91.8
-11.6168,142.5261,55.0
-11.6135,142.5152,10.9
-11.607999999999999,142.5031,138.2
-11.6074,142.5097,405.9
-11.606,142.518,201.3
-11.6055,142.5246,69.3
-11.5799,142.454,17.4
-11.5703,142.5286,16.7
-11.559000000000001,142.5272,31.1
-11.5573,142.4511,22.1
-11.4544,142.3531,8.4
